id,checked_out_ohio_id,,KeyCode,Key#,serial_number,name,description,group_name,location_name,,,,,Code,Location,expected_return_date
10000,adamsw1 ,Key,15B1,12,15B1-12,Key 15B1-12,DO Back Door,Keys,Home,,,,,15,Master,2028-05-14
10254,noh,Key,15E3,3,15E3-3,Key 15E3-3,202A,Keys,Home,,,,,,
10255,richarm4,Key,15C14,3,15C14-3,Key 15C14-3,121D,Keys,Home,,,,,,
10256,richarm4,Key,15C14,1,15C14-1,Key 15C14-1,121D,Keys,Home,,,,,,
10257,richarm4,Key,15C16,1,15C16-1,Key 15C16-1,123,Keys,Home,,,,,,
10258,richarm4,Key,15C16,2,15C16-2,Key 15C16-2,123,Keys,Home,,,,,,
10259,richarm4,Key,15B29,4,15B29-4,Key 15B29-4,Seminar Rooms,Keys,Home,,,,,,
10260,richarm4,Key,15C11,3,15C11-3,Key 15C11-3,121C,Keys,Home,,,,,,
10261,richarm4,Key,15C15,1,15C15-1,Key 15C15-1,Back Storage Kitchen,Keys,Home,,,,,,
10262,richarm4,Key,15C15,2,15C15-2,Key 15C15-2,Back Storage Kitchen,Keys,Home,,,,,,
10263,richarm4,Key,15C15,8,15C15-8,Key 15C15-8,Back Storage Kitchen,Keys,Home,,,,,,
10264,richarm4,Key,15C15,5,15C15-5,Key 15C15-5,Back Storage Kitchen,Keys,Home,,,,,,
10265,richarm4,Key,15C18,4,15C18-4,Key 15C18-4,121L,Keys,Home,,,,,,
10266,richarm4,Key,15S21,1,15S21-1,Key 15S21-1,432U,Keys,Home,,,,,,
10267,richarm4,Key,15S21,5,15S21-5,Key 15S21-5,432U,Keys,Home,,,,,,
10268,richarm4,Key,15S21,10,15S21-10,Key 15S21-10,432U,Keys,Home,,,,,,
10269,richarm4,Key,15S21,9,15S21-9,Key 15S21-9,432U,Keys,Home,,,,,,
10270,richarm4,Key,15S21,2,15S21-2,Key 15S21-2,432U,Keys,Home,,,,,,
10271,richarm4,Key,15S21,3,15S21-3,Key 15S21-3,432U,Keys,Home,,,,,,
10272,richarm4,Key,15S21,13,15S21-13,Key 15S21-13,432U,Keys,Home,,,,,,
10273,richarm4,Key,15S21,12,15S21-12,Key 15S21-12,432U,Keys,Home,,,,,,
10274,stevent3,Key,15E13,3,15E13-3,Key 15E13-3,202P,Keys,Home,,,,,,
10275,stevent3,Key,15C18,2,15C18-2,Key 15C18-2,121L,Keys,Home,,,,,,
10276,stevent3,Key,15C15,3,15C15-3,Key 15C15-3,Back Storage Kitchen,Keys,Home,,,,,,
10277,stevent3,Key,15C1,2,15C1-2,Key 15C1-2,Kitchen - Textile Labs,Keys,Home,,,,,,
10278,szolosi,Key,15E18,7,15E18-7,Key 15E18-7,202T,Keys,Home,,,,,,
10279,szolosi,Key,15E18,6,15E18-6,Key 15E18-6,202T,Keys,Home,,,,,,
10280,szolosi,Key,15E18,5,15E18-5,Key 15E18-5,202T,Keys,Home,,,,,,
10281,szolosi,Key,15E22,2,15E22-2,Key 15E22-2,202X,Keys,Home,,,,,,
10282,szolosi,Key,15E11,1,15E11-1,Key 15E11-1,202Q,Keys,Home,,,,,,
10283,szolosi,Key,15H40,20,15H40-20,Key 15H40-20,335/335A,Keys,Home,,,,,,
10284,wardrand,Key,15K18,2,15K18-2,Key 15K18-2,302S,Keys,Home,,,,,,
10285,wardrand,Key,15K24,2,15K24-2,Key 15K24-2,Stat Lab 434,Keys,Home,,,,,,
10286,wardrand,Key,15K24,4,15K24-4,Key 15K24-4,Stat Lab 434,Keys,Home,,,,,,
10287,wardrand,Key,15K24,5,15K24-5,Key 15K24-5,Stat Lab 434,Keys,Home,,,,,,
10288,wardrand,Key,15K24,9,15K24-9,Key 15K24-9,Stat Lab 434,Keys,Home,,,,,,
10289,wardrand,Key,15K24,13,15K24-13,Key 15K24-13,Stat Lab 434,Keys,Home,,,,,,
10290,vanderve,Key,15E8,2,15E8-2,Key 15E8-2,202J,Keys,Home,,,,,,
10291,vanderve,Key,15E8,2,15E8-2,Key 15E8-2,202J,Keys,Home,,,,,,
10292,vanderve,Key,15C10,7,15C10-7,Key 15C10-7,121E,Keys,Home,,,,,,
10293,vanderve,Key,15B29,17,15B29-17,Key 15B29-17,Seminar Rooms,Keys,Home,,,,,,
10294,vanderve,Key,15H39,4,15H39-4,Key 15H39-4,331/331A,Keys,Home,,,,,,
10295,willial6,Key,15E22,5,15E22-5,Key 15E22-5,202X,Keys,Home,,,,,,
10296,willial6,Key,15C1,3,15C1-3,Key 15C1-3,Kitchen - Textile Labs,Keys,Home,,,,,,
10297,ca239521,Key,15D19,2057,15D19-2057,Key 15D19-2057,103E,Keys,Home,,,,,,
10298,kbowald,Key,6E1,1,6E1-1,Key 6E1-1,OHIO Classroom,Keys,Home,,,,,,
10299,kbowald,Key,6E1,1,6E1-1,Key 6E1-1,OHIO Classroom,Keys,Home,,,,,,
10300,coonm,Key,6E1,2,6E1-2,Key 6E1-2,OHIO Classroom,Keys,Home,,,,,,
10301,coonm,Key,6E1,3,6E1-3,Key 6E1-3,OHIO Classroom,Keys,Home,,,,,,
10302,krubl,Key,6E1,2,6E1-2,Key 6E1-2,OHIO Classroom,Keys,Home,,,,,,
10303,krubl,Key,6E1,8,6E1-8,Key 6E1-8,OHIO Classroom,Keys,Home,,,,,,
10304,krubl,Key,6E1,10,6E1-10,Key 6E1-10,OHIO Classroom,Keys,Home,,,,,,
10305,krubl,Key,6E1,1,6E1-1,Key 6E1-1,OHIO Classroom,Keys,Home,,,,,,
10306,krubl,Key,6E1,1,6E1-1,Key 6E1-1,OHIO Classroom,Keys,Home,,,,,,
10307,fanning,Key,6E1,1,6E1-1,Key 6E1-1,OHIO Classroom,Keys,Home,,,,,,
10308,fanning,Key,6E1,3,6E1-3,Key 6E1-3,OHIO Classroom,Keys,Home,,,,,,
10309,fanning,Key,6E1,1,6E1-1,Key 6E1-1,OHIO Classroom,Keys,Home,,,,,,
10310,freemac2,Key,6E1,8,6E1-8,Key 6E1-8,OHIO Classroom,Keys,Home,,,,,,
10311,haskellk,Key,6E1,6,6E1-6,Key 6E1-6,OHIO Classroom,Keys,Home,,,,,,
10312,haskellk,Key,6E1,1,6E1-1,Key 6E1-1,OHIO Classroom,Keys,Home,,,,,,
10313,leeg,Key,6E1,1,6E1-1,Key 6E1-1,OHIO Classroom,Keys,Home,,,,,,
10314,mott,Key,6E1,4,6E1-4,Key 6E1-4,OHIO Classroom,Keys,Home,,,,,,
10315,mott,Key,6E1,1,6E1-1,Key 6E1-1,OHIO Classroom,Keys,Home,,,,,,
10316,kn287720,Key,6E1,2,6E1-2,Key 6E1-2,OHIO Classroom,Keys,Home,,,,,,
10317,parham,Key,6E1,1,6E1-1,Key 6E1-1,OHIO Classroom,Keys,Home,,,,,,
10318,parham,Key,6E1,3,6E1-3,Key 6E1-3,OHIO Classroom,Keys,Home,,,,,,
10319,plummer,Key,6E1,3,6E1-3,Key 6E1-3,OHIO Classroom,Keys,Home,,,,,,
10320,plummer,Key,6E1,,6E1-,Key 6E1-,OHIO Classroom,Keys,Home,,,,,,
10321,plummer,Key,15B29,3,15B29-3,Key 15B29-3,Seminar Rooms,Keys,Home,,,,,,
10322,schabel,Key,15D18,1,15D18-1,Key 15D18-1,103F,Keys,Home,,,,,,
10323,schabel,Key,15D14,1,15D14-1,Key 15D14-1,125C,Keys,Home,,,,,,
10324,asimpson,Key,15D11,1,15D11-1,Key 15D11-1,103P,Keys,Home,,,,,,
10325,ha333415,Key,15F8,3,15F8-3,Key 15F8-3,240,Keys,Home,,,,,,
10326,sp812517,Key,15F18,1,15F18-1,Key 15F18-1,225E,Keys,Home,,,,,,
10327,weekley,Key,15N,1,15N-1,Key 15N-1,CTOP Annex,Keys,Home,,,,,,
10328,weekley,Key,15F19,1,15F19-1,Key 15F19-1,225G,Keys,Home,,,,,,
10329,weekley,Key,15F10,3,15F10-3,Key 15F10-3,Exp Lab,Keys,Home,,,,,,
10330,weekley,Key,15F,8,15F-8,Key 15F-8,CTOP Suite,Keys,Home,,,,,,
10331,weekley,Key,15B23,2,15B23-2,Key 15B23-2,Dissertation,Keys,Home,,,,,,
10332,weekley,Key,15B28,6,15B28-6,Key 15B28-6,324,Keys,Home,,,,,,
10333,weekley,Key,15C15,2,15C15-2,Key 15C15-2,Back Storage Kitchen,Keys,Home,,,,,,
10334,weekley,Key,15H2,6,15H2-6,Key 15H2-6,220,Keys,Home,,,,,,
10335,weekley,Key,15H40,22,15H40-22,Key 15H40-22,335/335A,Keys,Home,,,,,,
10336,weekley,Key,15H39,13,15H39-13,Key 15H39-13,331/331A,Keys,Home,,,,,,
10337,weekley,Key,15D,3,15D-3,Key 15D-3,SA Suite,Keys,Home,,,,,,
10338,weekley,Key,15C,3,15C-3,Key 15C-3,HCS Suite,Keys,Home,,,,,,
10339,weekley,Key,15E,1,15E-1,Key 15E-1,RSP Suite,Keys,Home,,,,,,
10340,weekley,Key,15H,5,15H-5,Key 15H-5,TE Suite,Keys,Home,,,,,,
10341,weekley,Key,15K,2,15K-2,Key 15K-2,ES Suite,Keys,Home,,,,,,
10342,weekley,Key,15S,3,15S-3,Key 15S-3,CHE Suite,Keys,Home,,,,,,
10343,weekley,Key,15G,4,15G-4,Key 15G-4,SLC Suite,Keys,Home,,,,,,
10344,weekley,Key,15T,2,15T-2,Key 15T-2,Hill Center Master,Keys,Home,,,,,,
10345,weekley,Key,15S1,14,15S1-14,Key 15S1-14,CHE Back Door,Keys,Home,,,,,,
10346,weekley,Key,15F18,2,15F18-2,Key 15F18-2,225E,Keys,Home,,,,,,
10347,weekley,Key,6E1,2685,6E1-2685,Key 6E1-2685,OHIO Classroom,Keys,Home,,,,,,
10348,weekley,Key,15M2,1,15M2-1,Key 15M2-1,WebCast Studio,Keys,Home,,,,,,
10349,weekley,Key,15M3,2,15M3-2,Key 15M3-2,WebCast Ctrl Rm,Keys,Home,,,,,,
10350,weekley,Key,15F17,7,15F17-7,Key 15F17-7,225C,Keys,Home,,,,,,
10351,weekley,Key,15B27,11,15B27-11,Key 15B27-11,Storage 237,Keys,Home,,,,,,
10352,weekley,Key,15F7,4,15F7-4,Key 15F7-4,242,Keys,Home,,,,,,
10353,weekley,Key,15B29,14,15B29-14,Key 15B29-14,Seminar Rooms,Keys,Home,,,,,,
10354,weekley,Key,15B29,1,15B29-1,Key 15B29-1,Seminar Rooms,Keys,Home,,,,,,
10355,weekley,Key,15F17,4,15F17-4,Key 15F17-4,225C,Keys,Home,,,,,,
